Wall time,Step,Value
1588044030.7360654,2711,33.0
1588044103.8487191,2726,0.0
1588044165.185277,2736,77.0
1588044173.1746452,2737,70.0
1588044179.1286993,2738,59.0
1588044201.5581377,2741,86.0
1588044232.0944781,2747,56.0
1588044321.5398967,2753,56.0
1588044323.0276535,2754,18.0
1588044326.4012592,2755,37.0
1588044329.2077992,2756,38.0
1588044329.5504699,2757,1.0
1588044337.8108206,2758,70.0
1588044343.7159815,2759,55.0
1588044392.345728,2767,1.0
1588044572.757242,2790,98.0
1588044581.9578466,2791,69.0
1588044591.3184748,2792,76.0
1588044637.7181861,2799,39.0
1588044705.6923292,2810,65.0
1588044726.5269527,2812,96.0
1588044759.3645186,2816,66.0
1588044792.3285286,2824,57.0
1588044799.3889542,2825,62.0
1588044820.8317976,2828,85.0
1588044835.5933146,2830,78.0
1588044842.713744,2831,67.0
1588044858.181488,2833,74.0
1588044989.186596,2852,75.0
1588045029.960618,2857,80.0
1588045060.8525252,2860,100.0
1588045081.020324,2863,84.0
1588045141.6816206,2872,48.0
1588045146.6497576,2873,56.0
1588045185.6643481,2879,56.0
1588045199.4692717,2881,67.0
1588045204.401862,2882,50.0
1588045241.8791935,2888,37.0
1588045256.2089639,2891,-2.0
1588045260.2318895,2892,45.0
1588045290.1661415,2897,87.0
1588045297.7973666,2899,48.0
1588045312.8934011,2901,61.0
1588045340.9472976,2904,61.0
1588045349.0671437,2905,73.0
1588045402.5904968,2913,49.0
1588045445.7683501,2918,86.0
1588045463.3935308,2920,80.0
1588045471.679363,2921,71.0
1588045475.2921174,2922,40.0
1588045550.292257,2933,83.0
1588045614.46891,2943,24.0
1588045686.5625849,2951,74.0
1588045814.8967948,2968,53.0
1588045846.1188772,2973,17.0
1588045864.0014682,2975,85.0
1588045868.0147984,2976,44.0
1588045895.4972863,2979,84.0
1588045963.650441,2989,89.0
1588045997.9315689,2995,0.0
1588046132.8946872,2999,95.0
1588046166.3615286,3004,10.0
1588046177.3495276,3006,93.0
1588046202.251187,3008,81.0
1588046216.016594,3010,75.0
1588046237.806553,3012,98.0
1588046259.1654613,3016,66.0
1588046265.1230044,3017,65.0
1588046279.9034705,3020,37.0
1588046289.507828,3021,80.0
1588046303.4546337,3022,102.0
1588046335.6877646,3026,100.0
1588046337.880362,3028,7.0
1588046348.7734458,3031,-2.0
1588046359.4385962,3032,91.0
1588046378.4369314,3034,77.0
1588046408.9545538,3039,63.0
1588046426.120819,3041,95.0
1588046433.1210122,3042,68.0
1588046441.9873183,3043,80.0
1588046485.6167128,3049,25.0
1588046504.8189812,3051,77.0
1588046531.267241,3054,97.0
1588046621.937144,3063,84.0
1588046649.5482833,3066,90.0
1588046671.1299906,3068,92.0
1588046685.9943075,3070,84.0
1588046703.296911,3072,73.0
1588046713.5415988,3074,64.0
1588046791.905649,3083,98.0
1588046815.9473157,3087,73.0
1588046834.8512323,3089,77.0
1588046864.2975428,3092,83.0
1588046909.3292634,3100,95.0
1588046931.7474003,3104,95.0
1588046954.3846705,3108,48.0
1588046995.1342812,3114,56.0
1588047050.8459775,3121,71.0
1588047066.9209363,3123,91.0
1588047115.9820485,3128,103.0
1588047167.2150903,3135,89.0
1588047185.2262065,3138,100.0
1588047193.0408256,3139,82.0
1588047246.660867,3144,107.0
1588047259.3109238,3145,99.0
1588047265.8533638,3146,67.0
1588047276.2221,3148,70.0
1588047290.7836533,3151,-2.0
1588047339.1185808,3156,70.0
1588047380.4309514,3159,115.0
1588047390.6368644,3160,89.0
1588047407.2357497,3162,55.0
1588047466.1672826,3168,100.0
1588047572.7096887,3178,87.0
1588047639.5367444,3185,77.0
1588047666.6578336,3188,71.0
1588047671.5518372,3189,47.0
1588047728.6262872,3196,96.0
1588047739.0281699,3197,92.0
1588047746.2295575,3198,75.0
1588047753.9650793,3199,81.0
1588047794.517362,3204,80.0
1588047820.6664262,3207,52.0
1588048024.3715808,3231,105.0
1588048052.0331717,3234,86.0
1588048070.0769718,3236,93.0
1588048100.8167615,3241,25.0
1588048133.4357035,3244,100.0
1588048137.896749,3245,53.0
1588048156.1608038,3247,50.0
1588048169.2661443,3248,110.0
1588048222.9172091,3255,15.0
1588048246.765496,3257,90.0
1588048250.6354194,3259,4.0
1588048310.6723258,3268,82.0
1588048347.1046395,3273,71.0
1588048355.6788323,3274,90.0
1588048411.8811328,3280,114.0
1588048423.2575786,3282,18.0
1588048430.343105,3284,54.0
1588048453.161125,3286,114.0
1588048486.511213,3290,120.0
1588048516.262785,3293,85.0
1588048550.2356374,3297,84.0
1588048650.9631658,3306,116.0
1588048660.3255613,3307,94.0
1588048666.91585,3308,70.0
1588048739.9014745,3314,109.0
1588048823.9213257,3322,88.0
1588048871.615342,3326,101.0
1588048890.1471891,3328,97.0
1588048902.0909827,3329,100.0
1588048918.5017347,3330,114.0
1588048956.218975,3334,112.0
1588049005.9372165,3339,97.0
1588049074.6645238,3346,93.0
1588049132.1785626,3354,24.0
1588049164.1493363,3358,109.0
1588049201.192326,3362,51.0
1588049224.8350062,3364,68.0
1588049281.2326589,3370,107.0
1588049313.756487,3373,99.0
1588049335.0957677,3375,91.0
1588049347.2396412,3377,67.0
1588049357.674384,3379,96.0
1588049384.360428,3382,97.0
1588049398.5011282,3384,83.0
1588049432.4227684,3387,90.0
1588049456.5536385,3391,38.0
1588049482.5083249,3393,102.0
1588049554.6674788,3399,115.0
1588049607.3611782,3404,112.0
1588049615.458392,3405,85.0
1588049660.2905953,3409,97.0
1588049739.8042922,3416,87.0
1588049847.4087856,3427,78.0
1588049876.1180613,3430,128.0
1588049884.1363888,3431,91.0
1588049922.7409685,3434,106.0
1588049964.2327085,3439,137.0
1588050014.3325343,3445,126.0
1588050023.5944881,3446,95.0
1588050064.2739985,3450,89.0
1588050082.9138265,3452,75.0
1588050129.0339887,3458,17.0
1588050133.414697,3459,50.0
1588050151.236639,3461,93.0
1588050178.1670296,3465,30.0
1588050235.328235,3472,17.0
1588050293.6271877,3478,46.0
1588050314.1738062,3481,113.0
1588050350.3956327,3487,61.0
1588050418.0122712,3495,127.0
1588050439.8789375,3498,96.0
1588050552.0549974,3500,85.0
1588050562.5077202,3501,95.0
1588050598.0327418,3506,90.0
1588050603.4852474,3507,63.0
1588050634.8273897,3510,95.0
1588050650.45808,3512,68.0
1588050661.3022513,3513,108.0
1588050690.1641092,3515,111.0
1588050743.9990752,3520,121.0
1588050859.5573273,3530,98.0
